Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,riders_to_drivers_ratio,duration_per_rider,log_historical_cost,rating_ride_interaction,booking_category,location_code,loyalty_code,vehicle_code,Loyalty_Discount_Applied,Cumulative_Past_Rides_Discount,Traffic_Condition_Adjusted_Fare,Peak_Hours_Adjusted_Fare,demand_surge_multiplier,distance_adjustment,elasticity_fare_adjustment,Loyalty_Discount_Applied,True Value,Predicted Value,Absolute_Error,Percentage_Error
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,1.6774193548387097,2.730769230769231,6.277782343120846,521.14,3,1,2,0,0.05,0.0,1,1,1.5,2.64,1.05,0.05,584.7668368743626,590.34705,5.580209024074861,0.9542622242228438
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,10.142857142857142,2.211267605633803,6.3135451000453395,635.85,0,1,0,0,0.1,0.0,1,1,1.5,2.94,1.05,0.1,606.0982110507134,601.1813,4.916936636650917,0.8112442087771659
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,5.111111111111111,2.6739130434782608,5.986348230496618,488.31,1,0,0,1,0.1,0.0,1,1,1.5,2.2600000000000002,1.05,0.1,436.6545697551902,437.55222,0.8976458209816656,0.20557344023330146
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,1.2926829268292683,2.2264150943396226,5.765854129984712,447.22,3,2,1,0,0.0,0.0,1,1,1.5,2.16,1.05,0.0,350.03273339019165,350.97604,0.9433103109802232,0.26949202774378467
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,2.1666666666666665,5.423076923076923,6.059251834986839,513.24,2,2,1,0,0.0,0.01,1,1,1.5,2.62,1.05,0.0,469.7605673274831,471.49194,1.731376031891898,0.36856563796784325
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,2.127659574468085,1.71,6.1077194234517584,639.5400000000001,0,1,0,0,0.1,0.01,1,1,1.5,3.22,1.05,0.1,493.144138825501,502.24094,9.096797453795887,1.8446528585863997
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,1.8974358974358974,2.2567567567567566,6.123387890993582,835.0,1,2,1,0,0.0,0.01,1,1,1.5,3.14,1.05,0.0,500.94917386357906,504.22137,3.2722006481396875,0.6532001286483385
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,8.833333333333334,0.6226415094339622,5.193905399228773,147.18,3,0,0,1,0.1,0.02,1,1,1.5,0.46,1.05,0.1,197.08790167385698,197.72658,0.6386760849320865,0.3240564638964872
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,1.171875,0.38666666666666666,4.655729095862304,121.22,0,2,0,0,0.1,0.0,1,1,1.5,0.38,1.0,0.1,114.60447090411229,115.32023,0.7157576725478663,0.6245460294011821
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,4.4,0.29545454545454547,4.529125602602022,54.6,2,1,1,1,0.0,0.01,1,1,1.5,0.06,1.0,0.0,100.8452375563295,101.287544,0.44230669415878765,0.4385994865763758
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,1.2459016393442623,0.9473684210526315,5.580053307167545,259.2,1,1,1,1,0.0,0.01,1,1,1.5,1.24,1.05,0.0,290.49431001729124,288.61517,1.879136677447491,0.6468755540635678
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,4.631578947368421,1.2386363636363635,6.053633698515478,526.47,1,1,2,0,0.05,0.01,1,1,1.5,1.98,1.05,0.05,467.1226254983977,467.87253,0.7499025777741508,0.16053655653567203
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,1.5,1.1296296296296295,5.3934021506872964,303.78000000000003,1,0,0,1,0.1,0.01,1,1,1.5,1.02,1.05,0.1,240.84546039578026,240.60938,0.23608539578026466,0.09802360210248787
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,1.5806451612903225,1.5714285714285714,5.518136733447416,305.69,0,2,1,1,0.0,0.0,1,1,1.5,1.34,1.05,0.0,272.98736700650636,275.28918,2.3018175638061393,0.8431956354050911
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,2.7777777777777777,4.36,6.048404126855816,436.0,0,2,2,0,0.05,0.0,1,1,1.5,1.98,1.05,0.05,464.68041315379577,461.9175,2.7629021674676437,0.5945811549739677
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,1.894736842105263,2.388888888888889,5.640217970355838,362.06,0,1,0,0,0.1,0.0,1,1,1.5,1.52,1.05,0.1,308.5764832600622,305.48782,3.0886597737340935,1.0009381599993903
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,1.6153846153846154,2.9047619047619047,6.340330169460087,608.78,2,1,2,1,0.05,0.0,1,1,1.5,2.24,1.05,0.05,622.5818292219546,605.8946,16.6872369367984,2.6803282963867687
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,1.9333333333333333,6.206896551724138,6.720477220492145,844.2,3,0,0,1,0.1,0.0,1,1,1.5,3.4,1.05,0.1,911.0344480318539,883.6692,27.365258578728913,3.0037567336610853
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,3.0588235294117645,0.9423076923076923,4.896695905975771,202.37,2,2,2,0,0.05,0.01,1,1,1.5,0.78,1.05,0.05,146.13148642726955,148.96054,2.829054344214825,1.9359649404667219
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,5.285714285714286,0.5405405405405406,4.467899867577573,94.60000000000001,1,0,0,0,0.1,0.01,1,1,1.5,0.2,1.0,0.1,94.79080032202164,89.20042,5.590383757080232,5.897601600670824
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,5.055555555555555,1.6373626373626373,6.303327161377821,721.16,0,0,0,1,0.1,0.0,1,1,1.5,2.7800000000000002,1.05,0.1,599.9254869352138,600.9714,1.0458875765049243,0.17433624663088704
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,3.2222222222222223,4.586206896551724,6.2767599950279624,566.5799999999999,2,0,2,1,0.05,0.01,1,1,1.5,2.46,1.05,0.05,584.1681830994155,585.1663,0.9981377013657493,0.17086478350634224
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,1.3478260869565217,0.3225806451612903,4.696858874867803,94.80000000000001,0,0,1,1,0.0,0.01,1,1,1.5,0.2,1.0,0.0,119.46259211053025,121.33515,1.8725595618330289,1.567486129968185
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,8.625,1.4927536231884058,6.139158090402753,469.67999999999995,0,2,1,1,0.0,0.01,1,1,1.5,1.86,1.05,0.0,508.9293485336552,496.06183,12.867519920373923,2.5283509307231475
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,2.1333333333333333,2.5,5.544986321201701,284.8,0,1,2,1,0.05,0.01,1,1,1.5,1.4000000000000001,1.05,0.05,280.4461848277843,284.35376,3.9075749378407068,1.3933421630393228
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,2.4375,0.8205128205128205,5.605848627556186,241.92,1,2,0,1,0.1,0.0,1,1,1.5,1.08,1.05,0.1,298.1139314533789,295.65442,2.459512508066382,0.8250243442416972
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,4.818181818181818,3.169811320754717,6.053237752494312,601.44,1,0,2,0,0.05,0.0,1,1,1.5,3.16,1.05,0.05,466.93727131035996,474.16998,7.232711599796289,1.5489685754789344
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,1.1764705882352942,0.6333333333333333,5.028981217156774,173.66000000000003,0,1,2,1,0.05,0.01,1,1,1.5,0.56,1.05,0.05,166.95501515568958,165.46304,1.4919719427989548,0.8936370922476662
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,1.6440677966101696,0.8556701030927835,5.950837602339573,341.13000000000005,2,2,0,1,0.1,0.0,1,1,1.5,1.46,1.05,0.1,421.3823970506805,420.76215,0.6202510545867312,0.1471943438852602
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,1.1153846153846154,0.12643678160919541,4.592940769189182,39.160000000000004,3,2,0,1,0.1,0.0,1,1,1.5,0.02,1.0,0.1,107.5629564473875,105.52955,2.033407802367975,1.8904350247778658
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,3.5238095238095237,0.43243243243243246,4.792430139266372,139.52,3,0,2,0,0.05,0.01,1,1,1.5,0.44,1.05,0.05,131.55348058095612,128.30064,3.2528366600576817,2.4726344340664808
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,1.5254237288135593,0.23333333333333334,4.848686952248679,98.7,0,2,0,1,0.1,0.0,1,1,1.5,0.22,1.0,0.1,139.23004775289812,139.03796,0.1920838857106162,0.13796151679235338
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,2.3333333333333335,8.380952380952381,6.72206932480623,746.24,0,0,1,1,0.0,0.01,1,1,1.5,3.3200000000000003,1.05,0.0,912.4878178727881,883.69543,28.792383302475628,3.1553718020693218
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,1.9444444444444444,1.542857142857143,6.039814970666285,529.2,3,2,2,1,0.05,0.0,1,1,1.5,1.96,1.05,0.05,460.6968844999983,461.37143,0.6745449433610702,0.14641838615712902
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,4.625,1.6756756756756757,5.456231396453345,243.04,1,1,1,0,0.0,0.0,1,1,1.5,1.04,1.05,0.0,256.5344130287065,251.32892,5.205494571675274,2.029160341576774
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,2.5,5.166666666666667,6.554134911495233,551.8,3,0,0,1,0.1,0.01,1,1,1.5,2.9,1.05,0.1,771.2556197466319,769.06036,2.195255977100601,0.2846340332433199
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,2.782608695652174,1.796875,5.965453338431499,487.6,1,2,1,1,0.0,0.0,1,1,1.5,2.1,1.05,0.0,427.60263421178547,428.5323,0.929653385870779,0.21741058438155808
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,1.6666666666666667,4.45,6.272137247876861,704.88,3,2,2,0,0.05,0.0,1,1,1.5,3.36,1.05,0.05,581.468880177768,595.2589,13.790030955044472,2.371585380601719
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,1.4736842105263157,3.2857142857142856,5.9481353460951,333.04,0,2,0,1,0.1,0.02,1,1,1.5,1.6400000000000001,1.05,0.1,420.24228248969405,419.2832,0.9590793646940483,0.22822057766582987
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,4.25,1.9294117647058824,6.377290163884507,605.16,2,0,0,0,0.1,0.0,1,1,1.5,3.08,1.05,0.1,646.0643907053699,648.2085,2.144105388380126,0.3318717792260927
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,1.1794871794871795,0.5108695652173914,5.128357998031197,200.22,3,2,0,0,0.1,0.02,1,1,1.5,0.74,1.05,0.1,184.51380126203026,179.49411,5.019691154608381,2.720496309910096
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,1.631578947368421,0.9247311827956989,5.723049057926418,399.90000000000003,1,1,1,1,0.0,0.01,1,1,1.5,1.52,1.05,0.0,335.3196159320814,336.10535,0.7857307476061237,0.23432292960912632
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,1.3846153846153846,3.388888888888889,5.872551774072723,435.53999999999996,0,0,1,0,0.0,0.0,1,1,1.5,2.24,1.05,0.0,389.5695077644673,384.7297,4.839801953920414,1.2423461943141982
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,1.8431372549019607,0.5212765957446809,5.527285232781356,242.55,3,1,1,1,0.0,0.01,1,1,1.5,0.78,1.05,0.0,275.50636003511846,278.56613,3.059771556678413,1.11059924579904
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,3.0,6.185185185185185,6.207018929806913,698.06,0,0,0,0,0.1,0.0,1,1,1.5,3.14,1.05,0.1,544.7417560269099,543.1981,1.5436359097224113,0.28337021949280433
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,2.0476190476190474,0.7906976744186046,5.712241177529594,306.0,2,0,1,1,0.0,0.01,1,1,1.5,1.16,1.05,0.0,331.7032109986394,332.58786,0.8846491087824688,0.2666989885684578
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,1.8333333333333333,4.590909090909091,6.073124124406856,467.63,1,0,1,0,0.0,0.0,1,1,1.5,1.82,1.05,0.0,476.337997924413,474.99612,1.3418736568348777,0.28170619658350476
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,1.6666666666666667,1.5473684210526315,6.510959298557325,557.13,2,0,2,1,0.05,0.01,1,1,1.5,2.74,1.05,0.05,738.6183298213658,737.5422,1.076154528397069,0.14569832414764686
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,1.1,0.16161616161616163,3.9261880233098734,77.44,0,2,2,0,0.05,0.01,1,1,1.5,0.12,1.0,0.05,54.6846199419419,54.8041,0.11948009467919718,0.21848939392108419
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,2.4444444444444446,5.545454545454546,6.014032391779647,590.48,2,0,1,0,0.0,0.0,1,1,1.5,2.24,1.05,0.0,448.9427469990342,439.9345,9.008237721690477,2.0065448839314595
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,1.1627906976744187,1.1,5.80055737862856,490.6,1,1,2,0,0.05,0.01,1,1,1.5,2.0,1.05,0.05,362.4320844563491,371.442,9.009901627635259,2.485955856019254
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,1.564102564102564,1.278688524590164,5.951469825466022,338.52,1,0,2,1,0.05,0.02,1,1,1.5,1.36,1.05,0.05,421.6495846448023,412.1766,9.472979420192928,2.24664739754765
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,1.736842105263158,3.1818181818181817,5.7496100227633296,421.04999999999995,3,1,0,0,0.1,0.0,1,1,1.5,1.9000000000000001,1.05,0.1,344.3749726653647,342.7926,1.5823701263021803,0.45949045427287705
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,1.6956521739130435,4.358974358974359,6.562005630206339,657.9,1,0,0,1,0.1,0.01,1,1,1.5,3.2,1.05,0.1,777.3585994873267,784.2992,6.940594848610772,0.8928433869758617
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,6.166666666666667,0.7027027027027027,4.967138281875538,100.88,1,2,2,1,0.05,0.01,1,1,1.5,0.32,1.0,0.05,156.87684342424438,144.64297,12.23386857072876,7.798390319242035
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,1.7592592592592593,1.6631578947368422,6.5650148018575685,633.5799999999999,0,1,2,1,0.05,0.0,1,1,1.5,2.96,1.05,0.05,779.704643090204,778.7132,0.9914472894226947,0.12715677637794884
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,4.0,6.0,6.386990286347805,677.0400000000001,0,1,0,1,0.1,0.01,1,1,1.5,3.16,1.05,0.1,652.3725098511292,651.3168,1.0557373901916662,0.16183045334521906
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,3.6666666666666665,2.106060606060606,6.405861978770855,621.3299999999999,3,2,0,0,0.1,0.01,1,1,1.5,2.58,1.05,0.1,664.8217416294082,665.5893,0.7675528041855841,0.11545242222439853
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,5.0,0.43333333333333335,4.6176743096026405,111.54,1,1,0,0,0.1,0.0,1,1,1.5,0.32,1.0,0.1,110.28408897357258,106.142296,4.141793136170236,3.7555672579049326
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,2.6857142857142855,1.648936170212766,6.531986707048812,703.7,0,1,0,1,0.1,0.01,1,1,1.5,2.9,1.05,0.1,754.3373755291882,757.8143,3.4768944903430565,0.46092035250194524
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,4.846153846153846,2.2222222222222223,6.103482132933886,625.8,1,2,2,1,0.05,0.01,1,1,1.5,2.6,1.05,0.05,491.0543135477939,489.3776,1.6767195536532995,0.3414529732035651
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,4.222222222222222,1.9736842105263157,5.677123380706229,333.00000000000006,3,1,2,1,0.05,0.01,1,1,1.5,1.3,1.05,0.05,320.21873053303983,317.0497,3.1690173982742067,0.9896414844312896
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,1.5909090909090908,1.0285714285714285,5.2711639973907385,149.04,2,1,2,1,0.05,0.0,1,1,1.5,0.52,1.05,0.05,213.0066332631911,211.96175,1.0448870473707927,0.49054202273585057
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,1.2769230769230768,1.3132530120481927,5.722035306717405,437.09,1,1,0,0,0.1,0.01,1,1,1.5,1.98,1.05,0.1,334.97874294908644,344.06363,9.084886201304187,2.7120784206551884
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,4.133333333333334,1.3709677419354838,5.960579819449739,359.55,2,0,2,1,0.05,0.0,1,1,1.5,1.5,1.05,0.05,425.51842662424264,420.36526,5.153161731664511,1.2110313935276533
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,1.7959183673469388,1.0454545454545454,5.4460154982327404,415.84,3,2,0,0,0.1,0.01,1,1,1.5,1.6400000000000001,1.05,0.1,253.91584437627634,254.4244,0.5085483239189728,0.20028223333923112
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,5.666666666666667,1.3676470588235294,5.813863847557611,340.38,1,0,2,0,0.05,0.01,1,1,1.5,1.6600000000000001,1.05,0.05,367.30173995022994,365.83228,1.469464559604944,0.4000701330203497
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,1.2923076923076924,1.1785714285714286,5.871581882157641,408.87,1,2,1,1,0.0,0.0,1,1,1.5,1.78,1.05,0.0,389.19078425754003,388.89508,0.2957036911337809,0.07597910924275748
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,3.6363636363636362,1.975,5.684253466396776,305.73,3,2,1,1,0.0,0.01,1,1,1.5,1.3800000000000001,1.05,0.0,322.5179476827188,322.78122,0.2632717997030909,0.08163012371704906
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,4.428571428571429,1.5483870967741935,6.104978636752896,688.32,0,2,1,1,0.0,0.0,1,1,1.5,2.68,1.05,0.0,491.7913757281888,490.91873,0.8726440387357002,0.1774419157805661
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,1.2666666666666666,2.6842105263157894,6.373130155513802,540.0899999999999,1,2,0,0,0.1,0.01,1,1,1.5,2.86,1.05,0.1,643.3777734723768,640.78235,2.5954248395643162,0.40340604642845185
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,3.9411764705882355,2.2388059701492535,6.192745342870847,677.9999999999999,1,1,0,1,0.1,0.0,1,1,1.5,2.8000000000000003,1.05,0.1,537.005976268536,535.6834,1.3225656240047101,0.24628508479453984
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,4.0,1.1323529411764706,5.512451476493017,345.73,3,2,2,0,0.05,0.01,1,1,1.5,1.34,1.05,0.05,271.43353106070214,268.16568,3.267851129061512,1.2039231543322866
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,1.6521739130434783,2.736842105263158,5.746756260719922,374.40000000000003,2,2,0,1,0.1,0.01,1,1,1.5,1.8800000000000001,1.05,0.1,343.390474730986,344.78143,1.39095837448275,0.4050660914728152
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,1.6896551724137931,3.510204081632653,6.358329356418371,670.8,1,2,2,1,0.05,0.01,1,1,1.5,3.24,1.05,0.05,633.9092312716515,634.6973,0.7880953885047575,0.12432306545273072
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,1.6333333333333333,1.0204081632653061,5.9464441824841225,459.99999999999994,2,2,1,0,0.0,0.01,1,1,1.5,1.8,1.05,0.0,419.5303259409702,420.0554,0.52506346332666,0.12515506766977766
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,4.7,3.0,6.300364153863155,572.4599999999999,2,1,0,0,0.1,0.0,1,1,1.5,2.62,1.05,0.1,598.1472796227021,598.5853,0.4380475257354419,0.07323405800854808
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,2.25,5.074074074074074,6.160199226809962,654.86,1,2,1,1,0.0,0.01,1,1,1.5,2.54,1.05,0.0,519.7746441756524,519.56366,0.21098450768363364,0.04059153520623327
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,1.9666666666666666,1.4915254237288136,5.659687665441879,387.20000000000005,3,2,1,1,0.0,0.01,1,1,1.5,1.56,1.05,0.0,314.66486712792624,316.31125,1.646381651370632,0.5232175000653313
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,2.6666666666666665,0.44642857142857145,4.499322835444106,101.25,1,2,1,0,0.0,0.01,1,1,1.5,0.3,1.0,0.0,97.85181507627291,96.755035,1.0967796758822885,1.1208577735909933
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,1.25,2.7,6.473861649422885,533.25,2,2,0,1,0.1,0.01,1,1,1.5,2.5,1.05,0.1,711.6792956494314,708.2538,3.425511469743924,0.48132796481286266
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,2.4473684210526314,0.8172043010752689,5.683323463747525,361.0,3,2,0,0,0.1,0.0,1,1,1.5,1.32,1.05,0.1,322.21712204003325,321.9597,0.25743576073637087,0.07989512137234787
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,2.0,2.1739130434782608,5.983356381630491,351.0,2,0,1,0,0.0,0.01,1,1,1.5,1.8,1.05,0.0,435.34683149512284,432.8866,2.460234815435342,0.5651206434616957
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,2.8,1.5357142857142858,5.637214553773683,383.56,1,1,2,1,0.05,0.0,1,1,1.5,1.52,1.05,0.05,307.6477910979615,308.6616,1.0137994782103874,0.3295325068293998
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,2.176470588235294,1.2432432432432432,5.265292899606178,207.0,1,1,0,0,0.1,0.0,1,1,1.5,0.72,1.05,0.1,211.7532751771679,207.01764,4.735636017011643,2.2363932803634192
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,1.4406779661016949,1.0823529411764705,5.865817117900776,377.2,3,2,1,1,0.0,0.01,1,1,1.5,1.6400000000000001,1.05,0.0,386.94732262137853,385.0,1.9473226213785324,0.5032526412604112
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,3.375,4.444444444444445,6.321490941540294,432.0,2,2,1,1,0.0,0.01,1,1,1.5,2.2,1.05,0.0,610.9421308154641,595.96783,14.974296342807861,2.4510171401701655
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,2.588235294117647,2.772727272727273,5.982368697603228,483.12,3,0,2,1,0.05,0.0,1,1,1.5,2.24,1.05,0.05,434.91597274208556,433.82773,1.0882444706011825,0.25021947658991467
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,1.4423076923076923,0.88,5.570290345185153,240.9,0,1,1,1,0.0,0.01,1,1,1.5,1.12,1.05,0.0,287.66133745813653,286.96307,0.6982637276677792,0.24273812179205273
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,1.75,4.904761904761905,5.987870196264338,395.52,2,2,0,0,0.1,0.0,1,1,1.5,1.86,1.05,0.1,437.3213244852533,438.06287,0.7415417256842147,0.16956450192705386
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,1.4,3.642857142857143,6.601605643771629,702.27,2,1,2,1,0.05,0.01,1,1,1.5,2.86,1.05,0.05,808.8040821662738,807.8567,0.9473927131488153,0.11713500636784006
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,1.5625,3.76,5.6714555775230275,460.6,3,1,2,1,0.05,0.02,1,1,1.5,1.68,1.05,0.05,318.40271049286645,318.81366,0.4109491751023029,0.12906585326053932
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,1.425531914893617,0.47761194029850745,4.591831635381424,151.04,2,1,1,0,0.0,0.01,1,1,1.5,0.44,1.05,0.0,107.44250150141553,109.28992,1.847415490771965,1.719445717435782
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702555,4.142857142857143,1.7241379310344827,5.290607328479445,218.5,0,1,2,0,0.05,0.0,1,1,1.5,0.8,1.05,0.05,217.21031376772814,210.8127,6.397615403470326,2.9453552607596514
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,1.408450704225352,1.67,6.638413699218805,818.3000000000001,3,2,0,1,0.1,0.0,1,1,1.5,3.14,1.05,0.1,839.170512784536,813.8522,25.31833993297346,3.0170673953928784
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,3.3636363636363638,3.864864864864865,6.24115147088316,609.18,0,1,0,0,0.1,0.0,1,1,1.5,2.66,1.05,0.1,563.6943319828151,562.59784,1.0964926273463789,0.1945190088198025
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,2.066666666666667,3.3225806451612905,6.185109638318761,442.9,3,2,0,1,0.1,0.0,1,1,1.5,1.86,1.05,0.1,532.9128050265102,530.18915,2.7236570772914774,0.5110886906078353
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,3.769230769230769,1.7142857142857142,5.869348913917949,367.08,0,1,2,1,0.05,0.0,1,1,1.5,1.48,1.05,0.05,388.3202496318513,389.8663,1.5460528583830637,0.3981386136439719
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,2.1,3.4285714285714284,6.292923169730345,696.96,1,0,1,1,0.0,0.01,1,1,1.5,2.68,1.05,0.0,593.7048386871501,593.78784,0.08300310972492753,0.013980534487216065
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,10.166666666666666,0.47540983606557374,4.746354202149763,120.35000000000001,2,0,1,0,0.0,0.0,1,1,1.5,0.38,1.0,0.0,125.5800203047343,119.7397,5.840319987351492,4.65067609734358
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,3.0,7.041666666666667,6.2584489799187555,736.84,3,1,0,0,0.1,0.01,1,1,1.5,3.18,1.05,0.1,573.5488506484614,580.66766,7.118812925757311,1.2411868522984038
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,1.8181818181818181,6.15,6.112327015353738,526.44,1,0,1,1,0.0,0.0,1,1,1.5,2.2600000000000002,1.05,0.0,495.4266685617631,496.22064,0.7939735280806417,0.16026055488404936
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,2.2,0.45454545454545453,4.4271382431749045,45.099999999999994,1,2,2,1,0.05,0.0,1,1,1.5,0.0,1.0,0.05,90.96072585822928,91.27754,0.31681625602853103,0.34830005262086244
