Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,predicted_price_pca
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413,1.27,low_demand,low_supply,1.175,3.3636363636363638,158.2955730441577
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.892214,1.65,low_demand,low_supply,0.825,1.8181818181818181,640.880980770967
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479,1.39,high_demand,high_supply,1.1358024691358024,1.736842105263158,67.98183720732806
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411362,3.43,low_demand,low_supply,0.6,0.6363636363636364,430.46731946440144
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654,8.33,low_demand,low_supply,1.875,0.8181818181818182,520.5463638710389
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985712,1.17,high_demand,high_supply,1.0987654320987654,2.0,669.6548903954299
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.2286176,3.35,low_demand,low_supply,1.675,1.8181818181818181,237.00454188990355
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686,2.65,low_demand,low_supply,1.525,2.090909090909091,571.6725533877099
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.3072577,1.19,low_demand,high_supply,2.0,1.763157894736842,516.8293411304431
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.7299449,4.4,low_demand,low_supply,1.65,1.3636363636363635,563.5722853479612
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.454375,3.25,low_demand,low_supply,0.975,1.0909090909090908,659.0115164583847
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974319,2.09,low_demand,low_supply,1.15,2.0,453.5318717875124
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.1627923,1.2,high_demand,high_supply,1.0987654320987654,1.9473684210526316,451.29866981701673
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671,3.75,low_demand,low_supply,1.5,1.4545454545454546,483.3543817102379
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.4393159,4.46,low_demand,low_supply,1.45,1.1818181818181819,411.64740146553993
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.1957863,4.25,low_demand,low_supply,1.7,1.4545454545454546,580.1638401157184
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.9264406,2.37,low_demand,low_supply,1.125,1.7272727272727273,428.09957070586876
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.229822,1.49,high_demand,high_supply,1.123456790123457,1.605263157894737,356.59487087349953
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.4680085,3.25,low_demand,low_supply,0.975,1.0909090909090908,270.643726351208
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779539,10.78,high_demand,low_supply,1.1975308641975309,0.8181818181818182,536.3106099301499
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558944,2.33,low_demand,low_supply,1.05,1.6363636363636365,452.6558558246788
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.8493969,1.8,low_demand,low_supply,0.675,1.3636363636363635,390.24239623766647
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027808,1.4,low_demand,high_supply,1.675,1.263157894736842,629.0782156596695
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.1827135,1.35,low_demand,high_supply,1.725,1.3421052631578947,516.5653384218726
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.53910401,1.47,low_demand,high_supply,1.725,1.236842105263158,57.412135565452445
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727,5.17,high_demand,low_supply,1.1481481481481481,1.6363636363636365,282.8444305189764
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341,1.14,high_demand,high_supply,1.037037037037037,1.9473684210526316,402.07704011456786
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829981,2.0,high_demand,high_supply,1.1851851851851851,1.263157894736842,454.54591122366037
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356731,2.31,low_demand,low_supply,0.75,1.1818181818181819,439.60459811211956
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055826,1.25,low_demand,high_supply,1.5,1.263157894736842,269.885350046337
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667,1.85,low_demand,high_supply,1.8,1.0263157894736843,439.59612999050177
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509136,2.38,low_demand,low_supply,0.775,1.1818181818181819,378.81161732562765
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201,5.46,low_demand,low_supply,1.775,1.1818181818181819,255.68186138573677
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392185,1.49,high_demand,high_supply,1.123456790123457,1.605263157894737,497.8308728666497
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.1790132,1.52,high_demand,high_supply,1.123456790123457,1.5789473684210527,419.29286342678984
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.8874745,5.33,low_demand,low_supply,0.8,0.5454545454545454,180.36138675510446
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.1068244,2.3,low_demand,low_supply,0.575,0.9090909090909091,436.90991312709804
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013,1.3,low_demand,high_supply,1.525,1.236842105263158,591.2180254368767
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953414,1.42,low_demand,high_supply,1.425,1.0526315789473684,597.355195549193
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.209292,1.27,high_demand,high_supply,1.0987654320987654,1.8421052631578947,320.0074504696057
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875,1.42,low_demand,high_supply,1.6,1.1842105263157894,454.12784336505456
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.8170258,3.14,high_demand,low_supply,1.123456790123457,2.6363636363636362,367.9251916093007
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067232,1.72,high_demand,high_supply,1.123456790123457,1.394736842105263,175.03722799059832
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895,1.86,low_demand,low_supply,1.725,3.3636363636363638,263.3113658526613
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763,1.16,low_demand,high_supply,1.775,1.605263157894737,515.6654089405681
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803,5.43,low_demand,low_supply,0.95,0.6363636363636364,35.50649761982146
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370846,3.12,high_demand,low_supply,1.2345679012345678,2.909090909090909,622.0084140122065
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367699,1.27,low_demand,high_supply,1.625,1.3421052631578947,545.6836210213777
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.267333,1.92,low_demand,low_supply,1.825,3.4545454545454546,354.8384550032468
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708,2.24,low_demand,low_supply,1.4,2.272727272727273,651.3630692237047
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788527,1.36,low_demand,high_supply,1.875,1.4473684210526316,238.93677727865406
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839,4.62,high_demand,low_supply,1.1975308641975309,1.9090909090909092,418.1936014693966
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733245,1.32,high_demand,high_supply,1.1604938271604939,1.868421052631579,641.729868291058
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.082023,2.41,low_demand,low_supply,1.325,2.0,270.1156986556596
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567,10.12,low_demand,low_supply,2.025,0.7272727272727273,529.6161527081688
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.22712,1.38,low_demand,low_supply,1.175,3.090909090909091,653.9869808757768
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410739,1.67,low_demand,high_supply,2.0,1.263157894736842,116.5396497261672
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.49173,1.36,low_demand,high_supply,1.875,1.4473684210526316,550.0268635405711
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.3139822,7.42,high_demand,low_supply,1.0987654320987654,1.0909090909090908,355.9784331251806
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754,2.31,low_demand,low_supply,0.75,1.1818181818181819,331.95039463610334
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435,12.8,low_demand,low_supply,1.6,0.45454545454545453,104.54955292596617
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.7809396,1.9,low_demand,low_supply,1.375,2.6363636363636362,161.52760179774893
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.3179545,1.24,high_demand,high_supply,1.1604938271604939,2.0,376.05176246211624
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916852,1.89,low_demand,low_supply,1.325,2.5454545454545454,632.5859336073804
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809,4.14,low_demand,low_supply,0.725,0.6363636363636364,395.8973619549928
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.1328476,1.71,low_demand,low_supply,0.725,1.5454545454545454,586.152922523793
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.1199534,1.79,low_demand,high_supply,1.875,1.105263157894737,507.64487077383137
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324,1.4,low_demand,high_supply,1.85,1.394736842105263,566.3097566621786
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953819,1.19,high_demand,high_supply,1.0987654320987654,1.9736842105263157,57.81717048033539
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.740417,2.23,low_demand,low_supply,0.725,1.1818181818181819,346.383399081879
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486,2.0,low_demand,low_supply,1.0,1.8181818181818181,502.9589684012968
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.2567597,7.18,low_demand,low_supply,1.975,1.0,191.5800427265081
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458025,1.13,high_demand,high_supply,1.2098765432098766,2.289473684210526,646.8903575285558
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827,1.25,high_demand,high_supply,1.1728395061728396,2.0,419.0555537573234
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363492,6.08,low_demand,low_supply,1.975,1.1818181818181819,566.914880082283
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531,1.73,low_demand,low_supply,0.95,2.0,473.2892389562867
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926,2.02,high_demand,high_supply,1.0246913580246915,1.0789473684210527,615.8127854638526
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.631297,2.46,low_demand,low_supply,1.475,2.1818181818181817,563.9185442403538
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105,4.64,low_demand,low_supply,1.275,1.0,51.39097711585492
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.6013825,1.39,low_demand,high_supply,1.6,1.2105263157894737,138.77661391751488
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.9219688,5.0,low_demand,low_supply,0.75,0.5454545454545454,448.4957076119715
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146,4.0,low_demand,low_supply,1.5,1.3636363636363635,631.5657722150893
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132788,1.47,low_demand,high_supply,1.875,1.3421052631578947,316.59920061934315
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.1864882,1.67,low_demand,low_supply,0.625,1.3636363636363635,152.67307980888194
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.5920931,1.48,low_demand,low_supply,1.15,2.8181818181818183,224.10088867673593
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608,4.36,low_demand,low_supply,1.2,1.0,47.66974723755993
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269,8.5,low_demand,low_supply,1.275,0.5454545454545454,111.4276015856351
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.1281131,2.96,low_demand,low_supply,1.7,2.090909090909091,370.66166736085796
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520588,11.12,high_demand,low_supply,1.0987654320987654,0.7272727272727273,419.3722301575259
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192,1.53,high_demand,high_supply,1.037037037037037,1.4473684210526316,514.7090356172998
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852,6.25,low_demand,low_supply,1.25,0.7272727272727273,80.31520429128392
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782,2.48,high_demand,high_supply,1.2222222222222223,1.0526315789473684,568.1325327692184
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271186,2.33,low_demand,low_supply,0.525,0.8181818181818182,161.6788040498584
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406,2.79,low_demand,low_supply,1.325,1.7272727272727273,464.2159118049741
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.0963268,3.75,low_demand,low_supply,1.5,1.4545454545454546,377.7516987697473
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491564,1.45,low_demand,low_supply,0.8,2.0,523.446838704685
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591,2.04,low_demand,low_supply,1.275,2.272727272727273,180.6502087387223
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167602,4.4,low_demand,low_supply,0.55,0.45454545454545453,102.92616998811752
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164186,3.0,low_demand,low_supply,0.525,0.6363636363636364,674.2286066596433
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890519,2.62,low_demand,low_supply,1.375,1.9090909090909092,393.3394479776033
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.64017558,1.35,low_demand,low_supply,1.05,2.8181818181818183,53.97851372851011
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767,3.31,high_demand,low_supply,1.0617283950617284,2.3636363636363638,307.9853159484378
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595,2.67,low_demand,low_supply,1.2,1.6363636363636365,481.15925757796583
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438,1.26,high_demand,high_supply,1.0123456790123457,1.7105263157894737,438.53775597108597
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519,1.31,low_demand,high_supply,1.575,1.263157894736842,242.5548269792568
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895254,1.83,low_demand,low_supply,1.1,2.1818181818181817,50.529255323056304
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.395119,2.17,low_demand,low_supply,0.975,1.6363636363636365,583.5487624671243
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.3395023,3.29,low_demand,low_supply,0.575,0.6363636363636364,263.9192570044909
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.2898578,4.43,low_demand,low_supply,0.775,0.6363636363636364,534.2604628731679
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583,6.29,low_demand,low_supply,1.1,0.6363636363636364,399.45774414701395
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759,4.6,low_demand,low_supply,0.575,0.45454545454545453,364.01610996812315
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993576,1.37,low_demand,high_supply,1.575,1.2105263157894737,57.06714758040897
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.829559,1.67,low_demand,low_supply,0.625,1.3636363636363635,662.611531004962
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864664,2.45,low_demand,low_supply,0.675,1.0,348.32928324290805
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098574,2.04,low_demand,low_supply,1.425,2.5454545454545454,383.48621511603784
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.9756358,3.19,high_demand,low_supply,1.0246913580246915,2.3636363636363638,310.01743321338034
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.2429447,16.0,low_demand,low_supply,2.0,0.45454545454545453,196.43301330052793
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.1109829,1.25,low_demand,high_supply,1.25,1.0526315789473684,294.52998541023123
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068,10.5,high_demand,low_supply,1.037037037037037,0.7272727272727273,601.7651231943767
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629,1.67,high_demand,high_supply,1.1111111111111112,1.4210526315789473,349.4043427655622
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.3163905,3.11,low_demand,low_supply,0.7,0.8181818181818182,188.04538808995792
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340202,1.52,high_demand,high_supply,1.1975308641975309,1.6842105263157894,579.1986032909572
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.4435872,4.5,high_demand,low_supply,1.2222222222222223,2.0,139.62498024550027
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373708,1.81,high_demand,high_supply,1.1851851851851851,1.394736842105263,73.90584020942123
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.9274949,1.28,high_demand,high_supply,1.0864197530864197,1.8157894736842106,421.36775303295514
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.2471929,3.12,low_demand,low_supply,1.325,1.5454545454545454,134.1290553418244
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.6551828,2.0,low_demand,low_supply,0.7,1.2727272727272727,347.04088737013075
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.4441402,2.81,low_demand,low_supply,1.475,1.9090909090909092,280.8548543195231
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696936,1.85,low_demand,low_supply,1.25,2.4545454545454546,657.8451143357207
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896,11.12,high_demand,low_supply,1.0987654320987654,0.7272727272727273,566.9178238483756
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729939,2.44,high_demand,low_supply,1.0246913580246915,3.090909090909091,673.5391498632504
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.9730584,5.21,low_demand,low_supply,1.825,1.2727272727272727,94.33221535816574
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899108,2.17,low_demand,low_supply,1.9,3.1818181818181817,537.9207678565122
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.7758295,1.6,low_demand,low_supply,1.4,3.1818181818181817,177.59111677434325
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79852,2.0,low_demand,low_supply,1.0,1.8181818181818181,296.9147719493752
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837625,4.5,low_demand,low_supply,0.675,0.5454545454545454,476.87732860154154
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.3904612,4.57,low_demand,low_supply,0.8,0.6363636363636364,285.7845447092569
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394,2.0,low_demand,low_supply,1.2,2.1818181818181817,226.156220604678
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.6367132,1.73,low_demand,high_supply,1.775,1.0789473684210527,528.5227841750416
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651668,8.83,low_demand,low_supply,1.325,0.5454545454545454,260.22158687848
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.7636645,1.98,high_demand,high_supply,1.0740740740740742,1.1578947368421053,95.23211088557474
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438,2.25,low_demand,low_supply,0.9,1.4545454545454546,296.19992521094923
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983992,1.95,low_demand,low_supply,0.975,1.8181818181818181,394.69055258232504
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701,1.12,high_demand,high_supply,1.123456790123457,2.1315789473684212,116.82531491319071
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507,1.72,low_demand,low_supply,0.775,1.6363636363636365,453.49867384739184
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263185,1.4,high_demand,high_supply,1.1604938271604939,1.763157894736842,269.26825021436036
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.4092944,4.61,high_demand,low_supply,1.0246913580246915,1.6363636363636365,285.51523775138253
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118175,3.78,low_demand,low_supply,0.85,0.8181818181818182,414.84992230354135
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691,5.33,low_demand,low_supply,0.8,0.5454545454545454,579.2609111839051
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747,3.14,low_demand,low_supply,0.55,0.6363636363636364,670.5953907626777
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.6268914,2.45,low_demand,low_supply,1.225,1.8181818181818181,616.5062804338089
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524,1.61,low_demand,low_supply,1.525,3.4545454545454546,591.04153394143
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.059708,2.33,low_demand,low_supply,0.525,0.8181818181818182,575.2560628451025
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755,2.22,low_demand,low_supply,1.0,1.6363636363636365,596.9335403754369
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.8843138,3.67,low_demand,low_supply,0.55,0.5454545454545454,642.3873683494362
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.2001536,3.09,low_demand,low_supply,0.85,1.0,468.6829000710106
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180992,1.81,low_demand,low_supply,1.4,2.8181818181818183,641.1845593027322
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584,2.58,high_demand,low_supply,1.1481481481481481,3.272727272727273,404.8118556519608
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727,4.22,low_demand,low_supply,0.95,0.8181818181818182,92.63107533226116
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276,2.92,low_demand,low_supply,1.9,2.3636363636363638,603.6407295150428
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874,1.96,low_demand,low_supply,1.175,2.1818181818181817,568.8008449883729
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.30074138,6.4,low_demand,low_supply,1.6,0.9090909090909091,124.35210262248614
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747,5.6,low_demand,low_supply,1.4,0.9090909090909091,502.76912623323096
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063,1.76,low_demand,low_supply,1.1,2.272727272727273,592.3506390824355
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.7190585,5.67,low_demand,low_supply,0.85,0.5454545454545454,625.0658868590511
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.4359179,2.5,low_demand,low_supply,1.125,1.6363636363636365,430.90399018539904
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212702,4.43,low_demand,low_supply,0.775,0.6363636363636364,644.7153727605279
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.967572,3.39,high_demand,low_supply,1.1728395061728396,2.5454545454545454,582.1259103353088
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207,1.39,high_demand,high_supply,1.0123456790123457,1.5526315789473684,280.2194954423879
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772,2.5,high_demand,low_supply,1.1728395061728396,3.4545454545454546,398.8635791603624
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4824,2.25,low_demand,low_supply,0.675,1.0909090909090908,141.55739349713033
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779,4.09,high_demand,low_supply,1.1604938271604939,2.090909090909091,589.3161569808369
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795,4.4,low_demand,low_supply,1.65,1.3636363636363635,265.05337690499033
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553932,6.67,low_demand,low_supply,1.0,0.5454545454545454,558.1748450483612
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538,2.07,low_demand,low_supply,1.4,2.4545454545454546,501.1416176813739
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142,9.0,low_demand,low_supply,1.35,0.5454545454545454,533.0197733309524
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093,3.07,low_demand,low_supply,1.15,1.3636363636363635,448.6441580274839
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002859,4.06,low_demand,low_supply,1.625,1.4545454545454546,551.9865284250317
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960776,2.0,high_demand,high_supply,1.1851851851851851,1.263157894736842,275.57539328712437
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423,5.22,low_demand,low_supply,1.175,0.8181818181818182,321.8533358425429
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075,2.86,low_demand,low_supply,0.5,0.6363636363636364,535.1529572510817
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.4957596,1.65,high_demand,high_supply,1.1604938271604939,1.5,211.15360970197096
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153,1.73,low_demand,low_supply,1.3,2.727272727272727,509.2120398511901
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983737,11.83,low_demand,low_supply,1.775,0.5454545454545454,542.5114143410576
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586998,5.75,low_demand,low_supply,1.15,0.7272727272727273,468.8187179458877
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758,1.32,low_demand,high_supply,1.325,1.0526315789473684,410.7351931056353
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612,2.36,low_demand,low_supply,0.65,1.0,494.02703736872843
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.3128535,2.17,high_demand,high_supply,1.2345679012345678,1.2105263157894737,599.9804792369243
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083399,1.95,low_demand,low_supply,1.85,3.4545454545454546,598.292710521878
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.1708197,10.6,low_demand,low_supply,1.325,0.45454545454545453,149.94620197745812
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.1858826,1.19,low_demand,high_supply,1.875,1.6578947368421053,98.98048353504623
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748869,4.89,low_demand,low_supply,1.1,0.8181818181818182,81.27198139888668
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.0857364,1.27,low_demand,high_supply,1.9,1.5789473684210527,290.54162748238525
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.6569323,4.89,high_demand,low_supply,1.0864197530864197,1.6363636363636365,383.605978292362
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185,1.54,low_demand,low_supply,1.35,3.1818181818181817,268.6126897602155
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336,1.63,low_demand,low_supply,1.225,2.727272727272727,322.26867306155634
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392,3.12,low_demand,low_supply,0.625,0.7272727272727273,380.2337846806286
