Number_of_Riders,Number_of_Drivers,Number_of_Past_Rides,Average_Ratings,Expected_Ride_Duration,Rating_Category,Customer_Loyalty_Status_Gold,Customer_Loyalty_Status_Regular,Customer_Loyalty_Status_Silver,Location_Category_Rural,Location_Category_Suburban,Location_Category_Urban,Vehicle_Type_Economy,Vehicle_Type_Premium,Time_of_Booking_Afternoon,Time_of_Booking_Evening,Time_of_Booking_Morning,Time_of_Booking_Night,Cost_Low,Cost_Medium,Cost_High
28,9,26,3.95,114,Good,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
93,70,21,3.81,12,Good,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
36,9,53,4.46,127,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
80,22,17,4.4,141,Excellent,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
60,24,18,4.16,45,Excellent,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
97,45,90,3.71,151,Good,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
53,14,24,3.99,161,Good,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True
79,22,53,3.96,126,Good,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True
44,24,55,4.08,137,Excellent,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True
34,12,3,4.83,62,Excellent,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
55,12,96,4.66,48,Excellent,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
49,29,35,4.8,160,Excellent,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
72,54,68,3.85,74,Good,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
72,27,76,3.97,70,Good,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
99,6,49,4.32,113,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
21,10,22,4.42,151,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
50,25,89,4.74,107,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False
61,35,4,4.77,115,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
24,5,57,4.96,70,Excellent,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
31,17,71,4.46,55,Excellent,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
35,20,62,3.55,117,Good,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False
74,30,97,3.9,179,Good,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
94,61,12,4.95,133,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
44,11,31,3.92,110,Good,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False
84,37,3,3.83,69,Good,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
27,12,39,4.51,55,Excellent,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
59,36,43,3.74,25,Good,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
82,20,59,3.99,45,Good,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
24,10,24,4.09,97,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
84,67,48,4.87,81,Excellent,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
52,9,24,4.19,102,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
38,12,44,4.85,110,Excellent,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
26,12,80,4.27,134,Excellent,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
61,39,82,4.49,46,Excellent,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
87,41,97,4.27,37,Excellent,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False
98,46,55,4.71,173,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
24,13,54,4.09,161,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
44,8,43,3.82,86,Good,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
71,59,71,4.47,31,Excellent,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
91,59,68,4.77,15,Excellent,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False
32,14,75,4.49,177,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
79,24,0,4.26,82,Excellent,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
73,27,55,4.27,50,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
32,16,80,4.78,11,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
22,10,5,4.44,129,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
35,19,45,4.99,159,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True
24,10,79,4.3,24,Excellent,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
67,31,64,3.62,169,Good,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
100,73,95,3.98,100,Good,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
66,16,94,4.52,34,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
96,36,57,4.06,139,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
60,8,68,4.84,144,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
92,31,54,3.91,148,Good,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
92,49,9,4.23,89,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
56,37,27,4.12,68,Excellent,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False
88,71,42,4.87,109,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
87,47,6,4.54,162,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
85,6,92,4.11,73,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
98,54,34,4.57,113,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
28,14,24,4.2,147,Excellent,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True
36,9,22,3.51,37,Good,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False
20,8,38,4.82,155,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
94,36,41,4.57,76,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
94,82,48,4.92,20,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
70,7,13,4.09,117,Excellent,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
90,71,37,3.51,32,Good,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
42,10,56,4.01,95,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
44,18,88,3.67,50,Good,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
60,16,28,3.91,105,Good,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
26,5,7,4.75,140,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
79,13,6,4.63,38,Excellent,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
26,8,65,3.58,89,Good,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
62,7,2,4.71,28,Excellent,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
42,16,33,3.63,166,Good,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
57,16,0,3.95,97,Good,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
33,13,34,4.78,66,Excellent,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
22,10,26,4.97,170,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
67,44,27,4.69,129,Excellent,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
62,15,15,4.28,73,Excellent,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
95,49,92,4.27,99,Excellent,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
61,36,72,4.64,109,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
48,12,25,4.26,180,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True
93,59,30,4.11,89,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
59,18,67,3.86,98,Good,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
95,73,20,3.59,138,Good,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
71,33,4,4.88,109,Excellent,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
20,7,71,3.83,51,Good,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False
23,7,96,3.97,165,Good,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
80,69,94,4.44,74,Excellent,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
58,10,51,4.27,138,Excellent,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
71,25,72,4.46,169,Excellent,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
69,26,48,4.28,175,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
89,54,48,4.38,24,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False
84,62,52,4.61,29,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False
98,61,91,4.28,95,Excellent,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
95,25,26,3.62,81,Good,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
79,29,29,4.22,99,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
82,10,97,4.43,177,Excellent,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
87,5,6,3.76,28,Good,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
83,35,3,4.32,116,Excellent,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
47,9,5,4.81,178,Excellent,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
34,7,54,4.71,149,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
26,13,14,4.19,174,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
88,7,11,3.64,130,Good,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
57,26,92,3.8,67,Good,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
45,17,67,4.7,15,Excellent,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False
82,26,35,4.71,114,Excellent,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
54,39,88,4.59,42,Excellent,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
95,24,79,3.5,130,Good,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
63,31,2,3.81,160,Good,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
43,18,58,4.22,156,Excellent,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
33,14,87,4.81,17,Excellent,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
33,23,24,4.21,11,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
84,29,92,4.55,94,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
44,6,80,4.13,40,Excellent,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
53,27,78,3.63,58,Good,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
78,63,14,4.21,147,Excellent,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
